0, person, 0.849156, 57, 12, 287, 480
0, person, 0.007078, 269, 95, 19, 63
0, bicycle, 0.004536, 2, 475, 24, 24
0, car, 0.002376, 25, 46, 309, 453
0, person, 0.002095, 285, 73, 58, 123
0, person, 0.001777, 57, 155, 137, 194
0, person, 0.001715, 92, 82, 18, 29
0, person, 0.001711, 274, 81, 20, 55
0, person, 0.001494, 311, 155, 41, 342
0, person, 0.00129, 282, 135, 68, 83
0, person, 0.001268, 2, 104, 30, 205
0, person, 0.001227, 296, 161, 28, 25
0, person, 0.001037, 0, 100, 143, 371
0, person, 0.001003, 136, 149, 17, 48
0, person, 0.000977, 0, 54, 43, 395
0, person, 0.000968, 2, 0, 72, 59
0, person, 0.000789, 335, 167, 11, 33
0, person, 0.000771, 34, 0, 115, 51
0, person, 0.000767, 5, 131, 11, 85
0, person, 0.000704, 141, 198, 25, 38
0, person, 0.000676, 270, 86, 33, 91
0, person, 0.000667, 340, 56, 10, 81
0, person, 0.000653, 271, 62, 81, 302
0, person, 0.00065, 322, 57, 30, 150
0, person, 0.000556, 339, 86, 10, 94
0, person, 0.000552, 3, 4, 11, 26
0, person, 0.000536, 125, 68, 41, 130
0, person, 0.000467, 117, 150, 13, 46
0, person, 0.00045, 118, 113, 17, 38
0, person, 0.000438, 118, 204, 13, 34
0, person, 0.00037, 300, 118, 19, 44
0, person, 0.000369, 117, 12, 69, 90
0, person, 0.000349, 0, 0, 280, 56
0, person, 0.000326, 86, 157, 19, 37
0, person, 0.00032, 113, 82, 22, 36
0, person, 0.000316, 127, 5, 152, 37
0, person, 0.000295, 8, 82, 12, 25
0, person, 0.000292, 0, 0, 257, 242
0, person, 0.000273, 101, 79, 50, 121
0, person, 0.000261, 326, 364, 26, 135
0, person, 0.000234, 138, 114, 16, 40
0, person, 0.000231, 26, 11, 26, 25
0, person, 0.00023, 339, 25, 10, 71
0, person, 0.000215, 299, 80, 21, 38
0, person, 0.000191, 318, 148, 33, 127
0, person, 0.000183, 172, 0, 180, 498
0, person, 0.000182, 54, 10, 30, 27
0, person, 0.000177, 125, 13, 159, 75
0, person, 0.000177, 54, 88, 31, 18
0, person, 0.000174, 82, 116, 27, 26
0, person, 0.000171, 1, 209, 27, 158
0, person, 0.000167, 4, 115, 15, 36
0, person, 0.000145, 322, 0, 30, 128
0, person, 0.000143, 95, 77, 162, 274
0, person, 0.000137, 305, 318, 47, 181
0, person, 0.000118, 277, 158, 11, 26
0, person, 0.000116, 136, 0, 216, 52
0, person, 0.000116, 4, 37, 12, 43
0, car, 0.000115, 269, 82, 83, 331
0, person, 0.000104, 56, 118, 22, 32
0, person, 0.000101, 181, 9, 171, 175
0, person, 8.3e-05, 234, 481, 42, 12
0, person, 8.2e-05, 0, 45, 34, 102
0, person, 8.2e-05, 111, 212, 82, 79
0, person, 8.1e-05, 128, 0, 224, 123
0, person, 7.9e-05, 27, 48, 24, 23
0, person, 7.9e-05, 300, 47, 23, 26
0, person, 7.7e-05, 307, 0, 45, 280
0, person, 7.4e-05, 108, 7, 31, 18
0, person, 6.7e-05, 0, 261, 182, 238
0, person, 6.4e-05, 0, 22, 255, 228
0, person, 5.4e-05, 0, 0, 179, 59
0, person, 5.4e-05, 29, 121, 23, 24
0, person, 5.3e-05, 10, 0, 116, 117
0, person, 4.9e-05, 187, 90, 165, 167
0, person, 4.8e-05, 34, 151, 15, 43
0, person, 4.6e-05, 135, 8, 32, 17
0, person, 4.1e-05, 206, 10, 102, 92
0, person, 3.9e-05, 0, 0, 196, 114
0, bicycle, 3.8e-05, 325, 203, 25, 244
0, person, 3.3e-05, 298, 0, 54, 164
0, car, 3.3e-05, 70, 201, 253, 183
0, person, 3.2e-05, 229, 45, 61, 102
0, person, 2.9e-05, 0, 0, 46, 268
0, person, 2.8e-05, 116, 43, 21, 34
0, person, 2.7e-05, 253, 45, 14, 23
0, person, 2.6e-05, 276, 6, 70, 110
0, person, 2.5e-05, 162, 0, 129, 111
0, person, 2.5e-05, 88, 0, 126, 201
0, person, 2.3e-05, 153, 219, 45, 46
0, person, 2.1e-05, 258, 129, 59, 84
0, person, 1.7e-05, 197, 153, 155, 190
0, person, 1.5e-05, 0, 41, 170, 119
0, person, 1.1e-05, 57, 0, 129, 119
0, person, 1e-05, 59, 402, 127, 97
0, car, 9e-06, 59, 107, 75, 74
0, car, 9e-06, 0, 0, 285, 303
0, person, 9e-06, 245, 176, 83, 78
0, person, 9e-06, 0, 191, 262, 308
0, car, 7e-06, 180, 163, 172, 168
0, car, 6e-06, 327, 286, 24, 213
0, person, 5e-06, 127, 53, 103, 85
0, bus, 4e-06, 0, 0, 189, 268
0, person, 4e-06, 97, 41, 255, 176
0, person, 4e-06, 193, 33, 130, 277
0, car, 4e-06, 0, 203, 170, 165
0, car, 4e-06, 23, 229, 202, 196
0, car, 3e-06, 37, 245, 62, 100
0, car, 3e-06, 256, 269, 96, 230
0, bus, 2e-06, 30, 0, 295, 123
0, car, 1e-06, 149, 0, 203, 347
0, person, 1e-06, 180, 130, 159, 308
0, person, 0.0, 105, 139, 232, 146
1, person, 0.014977, 187, 234, 10, 22
1, car, 0.009114, 0, 209, 9, 22
1, person, 0.00751, 211, 234, 11, 28
1, car, 0.006344, 237, 230, 10, 27
1, bicycle, 0.005245, 79, 313, 220, 186
1, person, 0.004862, 190, 205, 9, 15
1, person, 0.004432, 164, 233, 9, 19
1, car, 0.001983, 72, 362, 237, 137
1, person, 0.001002, 108, 241, 13, 18
1, car, 0.000937, 3, 247, 5, 63
1, person, 0.000925, 37, 265, 7, 14
1, car, 0.000843, 35, 201, 9, 8
1, car, 0.000804, 198, 406, 93, 77
1, car, 0.000587, 186, 451, 119, 48
1, person, 0.000574, 133, 269, 14, 19
1, car, 0.000568, 288, 251, 27, 18
1, car, 0.000527, 69, 244, 265, 255
1, person, 0.000507, 285, 223, 49, 276
1, car, 0.000469, 318, 193, 13, 43
1, car, 0.000462, 310, 242, 19, 28
1, bicycle, 0.000443, 319, 297, 12, 35
1, car, 0.000375, 134, 280, 200, 182
1, car, 0.000306, 317, 163, 11, 22
1, car, 0.000253, 206, 390, 24, 22
1, car, 0.000252, 218, 475, 57, 16
1, bicycle, 0.00025, 157, 362, 71, 85
1, person, 0.000241, 35, 192, 264, 307
1, bicycle, 0.000221, 160, 322, 56, 79
1, person, 0.00022, 5, 469, 15, 23
1, person, 0.000187, 0, 69, 39, 285
1, bicycle, 0.000182, 179, 401, 83, 87
1, car, 0.000177, 165, 480, 50, 14
1, car, 0.000166, 189, 479, 57, 15
1, person, 0.000149, 129, 308, 26, 20
1, car, 0.000147, 149, 402, 92, 77
1, car, 0.00013, 182, 419, 20, 26
1, car, 0.000126, 79, 397, 81, 87
1, car, 0.000123, 300, 191, 32, 120
1, person, 0.000119, 197, 231, 49, 101
1, car, 0.000102, 117, 478, 47, 14
1, bicycle, 9.1e-05, 264, 345, 14, 29
1, car, 8.1e-05, 113, 440, 221, 59
1, person, 7.3e-05, 160, 316, 19, 16
1, person, 7.3e-05, 0, 257, 247, 242
1, person, 7.2e-05, 7, 169, 203, 87
1, car, 7.2e-05, 200, 236, 134, 107
1, person, 6.8e-05, 317, 342, 11, 48
1, person, 6.6e-05, 0, 216, 36, 283
1, person, 6.5e-05, 232, 348, 17, 28
1, car, 6.2e-05, 1, 204, 19, 164
1, person, 5.8e-05, 107, 310, 16, 14
1, car, 4.9e-05, 0, 100, 41, 297
1, bus, 4.7e-05, 77, 197, 257, 302
1, car, 4.6e-05, 0, 189, 143, 116
1, car, 4.4e-05, 208, 373, 121, 126
1, person, 4.3e-05, 154, 178, 63, 96
1, car, 4.3e-05, 0, 30, 156, 436
1, car, 4.2e-05, 283, 132, 51, 310
1, bicycle, 3.8e-05, 100, 238, 234, 261
1, car, 3.4e-05, 157, 384, 123, 115
1, person, 2.8e-05, 0, 164, 144, 93
1, car, 2.6e-05, 172, 376, 162, 123
1, car, 2.4e-05, 202, 148, 132, 131
1, person, 2.2e-05, 0, 0, 201, 248
1, person, 2.2e-05, 165, 160, 110, 258
1, person, 2.1e-05, 112, 209, 218, 152
1, person, 2e-05, 9, 208, 214, 159
1, person, 1.9e-05, 292, 448, 42, 51
1, person, 1.8e-05, 82, 245, 60, 69
1, person, 1.7e-05, 98, 0, 236, 282
1, bicycle, 1.6e-05, 68, 314, 104, 175
1, bus, 1.4e-05, 248, 42, 86, 261
1, person, 1.3e-05, 0, 0, 44, 207
1, car, 1.1e-05, 0, 177, 80, 231
1, bicycle, 1.1e-05, 65, 169, 146, 314
1, person, 1e-05, 0, 4, 240, 339
1, bus, 1e-05, 152, 193, 60, 100
1, car, 9e-06, 31, 43, 276, 192
1, car, 8e-06, 284, 333, 50, 166
1, bicycle, 7e-06, 180, 0, 154, 128
1, bus, 7e-06, 90, 305, 151, 194
